Type               ,Version            ,S/N                ,Region             ,BLE Ver            ,BLE Mac            ,
IQ 243648V         ,P3.4               ,PI504657           ,US                 ,                   ,00:00:00:00:00:00  ,
Bat cap,Temp   ,Profile,Del chg,Cond ch,I float,V float,I equal,Time eq,Del eql,Period ,Length ,Section,T elect,
    700,     50,OPP    ,      0,      0,    5.0,  2.250,   39.0,      4,      0,     64,    3.1,     95,      0,
Charge ,Part ch,Full ch,Equal  ,DF1    ,DF2    ,DF3    ,TH     ,DF7    ,DF4    ,DF5    ,DFC    ,TH Mod ,
   5009,  59099, -54090,   6807,    101,      0,     18,      0,    270,    467,  20598,   1345,   1536,
Nr     ,S/N                ,Capacit,U batt ,Temp   ,Techno ,Profile,% init ,U start,U end  ,I end  ,Temp en,Chg Tim,Ah     ,kWh    ,Chg end,Default,SoC                ,DBa                ,CFC    ,Bat Dis,
    209,                   ,    875,     36,     50,       ,OPP    ,     73,   2.09,   2.38,    154,     50,     36,     90,   3.86,Part ch,       ,01/17/2022 07:49:16,01/17/2022 08:25:16,      0,NO     ,
    208,                   ,    875,     36,     50,       ,OPP    ,     70,   2.09,   2.40,    154,     50,     46,    116,   4.97,Part ch,       ,01/17/2022 09:51:16,01/17/2022 10:37:16,      0,NO     ,
    207,                   ,    875,     36,     50,       ,OPP    ,     62,   2.07,   2.47,     44,     50,    147,    310,  13.56,Full ch,       ,01/17/2022 13:49:16,01/18/2022 05:38:16,      0,NO     ,
    206,                   ,    875,     36,     50,       ,OPP    ,     73,   2.09,   2.42,    154,     50,     33,     81,   3.51,Part ch,       ,01/18/2022 07:48:16,01/18/2022 08:21:16,      0,NO     ,
    205,                   ,    875,     36,     50,       ,OPP    ,     68,   2.09,   2.48,    154,     50,     54,    134,   5.84,Part ch,       ,01/18/2022 09:52:16,01/18/2022 10:46:16,      0,NO     ,
    204,                   ,    875,     36,     50,       ,OPP    ,     72,   2.09,   2.47,     44,     50,     91,    177,   7.82,Full ch,       ,01/18/2022 13:43:16,01/19/2022 20:14:16,      0,NO     ,
    203,                   ,    875,     36,     50,       ,OPP    ,     45,   2.03,   2.34,    153,     50,     53,    131,   5.57,Part ch,       ,01/20/2022 04:57:16,01/20/2022 05:49:16,      0,NO     ,
    202,                   ,    875,     36,     50,       ,OPP    ,     51,   2.05,   2.32,    154,     50,     28,     69,   2.92,Part ch,       ,01/20/2022 07:52:16,01/20/2022 08:20:16,      0,NO     ,
    201,                   ,    875,     36,     50,       ,OPP    ,     48,   2.04,   2.33,    155,     50,     54,    136,   5.72,Part ch,       ,01/20/2022 09:48:16,01/20/2022 10:41:16,      0,NO     ,
    200,                   ,    875,     36,     50,       ,OPP    ,     46,   2.04,   2.47,     44,     50,    193,    424,  18.33,Full ch,       ,01/20/2022 13:30:16,01/20/2022 23:18:16,      0,NO     ,
    199,                   ,    875,     36,     50,       ,OPP    ,     79,   2.11,   2.44,    154,     50,     26,     63,   2.78,Part ch,       ,01/21/2022 05:21:16,01/21/2022 05:47:16,      0,NO     ,
    198,                   ,    875,     36,     50,       ,OPP    ,     66,   2.08,   2.40,    154,     50,     31,     75,   3.24,Part ch,       ,01/21/2022 07:47:16,01/21/2022 08:18:16,      0,NO     ,
    197,                   ,    875,     36,     50,       ,OPP    ,     65,   2.08,   2.45,    154,     50,     45,    114,   4.95,Part ch,       ,01/21/2022 09:51:16,01/21/2022 10:36:16,      0,NO     ,
    196,                   ,    875,     36,     50,       ,OPP    ,     62,   2.07,   2.47,     44,     50,    119,    232,  10.20,Full ch,       ,01/21/2022 13:26:16,01/21/2022 20:15:16,      0,NO     ,
    195,                   ,    875,     36,     50,       ,OPP    ,     29,   2.00,   2.33,    154,     50,     90,    228,   9.57,Part ch,       ,01/22/2022 04:30:16,01/22/2022 06:00:16,      0,YES    ,
    194,                   ,    875,     36,     50,       ,OPP    ,     55,   2.06,   2.33,    154,     50,     38,     94,   3.94,Part ch,       ,01/22/2022 07:52:16,01/22/2022 08:29:16,      0,NO     ,
    193,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.32,    154,     50,     47,    118,   4.94,Part ch,       ,01/22/2022 09:51:16,01/22/2022 10:38:16,      0,NO     ,
    192,                   ,    875,     36,     50,       ,OPP    ,     36,   2.02,   2.47,     43,     50,    234,    496,  21.36,Full ch,       ,01/22/2022 13:45:16,01/22/2022 19:34:16,      0,NO     ,
    191,                   ,    875,     36,     50,       ,OPP    ,     61,   2.07,   2.34,    153,     50,     36,     88,   3.72,Part ch,       ,01/23/2022 05:11:16,01/23/2022 05:46:16,      0,NO     ,
    190,                   ,    875,     36,     50,       ,OPP    ,     49,   2.04,   2.32,    154,     50,     36,     89,   3.72,Part ch,       ,01/23/2022 07:57:16,01/23/2022 08:32:16,      0,NO     ,
    189,                   ,    875,     36,     50,       ,OPP    ,     48,   2.04,   2.32,    155,     50,     47,    117,   4.92,Part ch,       ,01/23/2022 09:51:16,01/23/2022 10:38:16,      0,NO     ,
    188,                   ,    875,     36,     50,       ,OPP    ,     44,   2.03,   2.29,    153,     50,     29,     71,   2.96,Part ch,       ,01/23/2022 12:30:16,01/23/2022 12:59:16,      0,NO     ,
    187,                   ,    875,     36,     50,       ,OPP    ,     30,   2.01,   2.47,     44,     50,    238,    511,  21.95,Full ch,       ,01/23/2022 14:49:16,01/23/2022 18:51:16,      0,NO     ,
    186,                   ,       ,     36,     50,       ,EQUAL  ,     99,   2.23,   2.66,     39,     50,    173,    112,   5.25,Part ch,       ,01/23/2022 18:51:16,01/23/2022 21:43:16,      0,NO     ,
    185,                   ,    875,     36,     50,       ,OPP    ,     74,   2.10,   2.45,    153,     50,     48,    119,   5.17,Part ch,       ,01/24/2022 05:03:16,01/24/2022 05:50:16,      0,NO     ,
    184,                   ,    875,     36,     50,       ,OPP    ,     68,   2.09,   2.36,    154,     50,     35,     87,   3.70,Part ch,       ,01/24/2022 07:49:16,01/24/2022 08:24:16,      0,NO     ,
    183,                   ,    875,     36,     50,       ,OPP    ,     63,   2.08,   2.37,    152,     50,     45,    112,   4.76,Part ch,       ,01/24/2022 09:50:16,01/24/2022 10:35:16,      0,NO     ,
    182,                   ,    875,     36,     50,       ,OPP    ,     50,   2.05,   2.47,     43,     50,    195,    420,  18.18,Full ch,       ,01/24/2022 14:27:16,01/25/2022 02:19:16,      0,NO     ,
